NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS	8		Rejected!	
GOBP_PIRNA_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_NEURON_PROJECTION_MAINTENANCE	11		Rejected!	
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	91		Rejected!	
GOBP_PROTEIN_POLYUFMYLATION	5		Rejected!	
GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	50		Rejected!	
GOBP_NUCLEOLAR_CHROMATIN_ORGANIZATION	11		Rejected!	
GOBP_PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION	8		Rejected!	
GOBP_PROTEIN_SIALYLATION	6		Rejected!	
GOBP_RESPONSE_TO_ANGIOTENSIN	32		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	338		Rejected!	
GOBP_DORSAL_ROOT_GANGLION_DEVELOPMENT	7		Rejected!	
GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY	26		Rejected!	
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	101		Rejected!	
GOBP_RESPONSE_TO_ODORANT	5		Rejected!	
GOBP_RESPONSE_TO_LECTIN	22		Rejected!	
GOBP_ADAPTIVE_THERMOGENESIS	160		Rejected!	
GOBP_VACUOLAR_LOCALIZATION	87		Rejected!	
GOBP_RESPONSE_TO_CHEMOKINE	97		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	95		Rejected!	
GOBP_DOUBLE_STRAND_BREAK_REPAIR_INVOLVED_IN_MEIOTIC_RECOMBINATION	6		Rejected!	
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	51		Rejected!	
GOBP_XENOBIOTIC_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	6		Rejected!	
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	6		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	41		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	20		Rejected!	
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1471	37		
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	129		Rejected!	
GOBP_REGULATION_OF_STEM_CELL_DIVISION	12		Rejected!	
GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	71		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	19		Rejected!	
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	11		Rejected!	
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	15		Rejected!	
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	172		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	112		Rejected!	
GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	14		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	93		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	55		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	30		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	575		Rejected!	
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	238		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	91		Rejected!	
GOBP_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	6		Rejected!	
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	76		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	65		Rejected!	
GOBP_REGULATION_OF_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	8		Rejected!	
GOBP_REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE	5		Rejected!	
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	90		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	23		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	55		Rejected!	
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	33		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	25		Rejected!	
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_ANOIKIS	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	7		Rejected!	
GOBP_REGULATION_OF_RRNA_PROCESSING	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING	10		Rejected!	
GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS	208		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	75		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	87		Rejected!	
GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	19		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR	11		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	52		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	46		Rejected!	
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	125		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	38		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	14		Rejected!	
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION	25		Rejected!	
GOBP_REGULATION_OF_RHO_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	60		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	7		Rejected!	
GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY	22		Rejected!	
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	25		Rejected!	
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	16		Rejected!	
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	12		Rejected!	
GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_CD40_SIGNALING_PATHWAY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	24		Rejected!	
GOBP_REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	5		Rejected!	
GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	5		Rejected!	
GOBP_REGULATION_OF_DNA_TOPOISOMERASE_ATP_HYDROLYZING_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	149		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	49		Rejected!	
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	71		Rejected!	
GOBP_REGULATION_OF_MESODERM_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_EXTRAVASATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_EXTRAVASATION	7		Rejected!	
GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	69		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	42		Rejected!	
GOBP_REGULATION_OF_T_CELL_MIGRATION	49		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MIGRATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	35		Rejected!	
GOBP_REGULATION_OF_T_CELL_EXTRAVASATION	5		Rejected!	
GOBP_REGULATION_OF_EOSINOPHIL_MIGRATION	6		Rejected!	
GOBP_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE	8		Rejected!	
GOBP_REGULATION_OF_PROTEIN_NEDDYLATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_NEDDYLATION	5		Rejected!	
GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	30		Rejected!	
GOBP_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION	5		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING	6		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	10		Rejected!	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	79		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	45		Rejected!	
GOBP_REGULATION_OF_T_CELL_COSTIMULATION	5		Rejected!	
GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRULATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	74		Rejected!	
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	10		Rejected!	
GOBP_REGULATION_OF_THYROID_HORMONE_GENERATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_H3_K9_ACETYLATION	8		Rejected!	
GOBP_REGULATION_OF_HISTONE_H4_K16_ACETYLATION	7		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	7		Rejected!	
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	75		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	56		Rejected!	
GOBP_REGULATION_OF_SREBP_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	8		Rejected!	
GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	55		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	17		Rejected!	
GOBP_REGULATION_OF_GENETIC_IMPRINTING	5		Rejected!	
GOBP_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	53		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	25		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	21		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	83		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	24		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	77		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	40		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	29		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	15		Rejected!	
GOBP_REGULATION_OF_CELLULAR_SENESCENCE	55		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE	19		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	135		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	88		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING	6		Rejected!	
GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANOIKIS	18		Rejected!	
GOBP_REGULATION_OF_BARBED_END_ACTIN_FILAMENT_CAPPING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	9		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_EXCISION_REPAIR	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANDROGEN_RECEPTOR_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_HEART_MORPHOGENESIS	11		Rejected!	
GOBP_REGULATION_OF_STEROID_HORMONE_SECRETION	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION	11		Rejected!	
GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_GLUCOCORTICOID_SECRETION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_PRO_B_CELL_DIFFERENTIATION	8		Rejected!	
GOBP_REGULATION_OF_FOREBRAIN_NEURON_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	312		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	82		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	166		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_DRUG	14		Rejected!	
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	24		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	15		Rejected!	
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	31		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	16		Rejected!	
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	146		Rejected!	
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	83		Rejected!	
GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING	8		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT	15		Rejected!	
GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	19		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	9		Rejected!	
GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	6		Rejected!	
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	5		Rejected!	
